customer_id,cluster
418,4
419,0
420,0
421,6
422,5
424,0
425,2
426,7
427,6
428,6
429,6
431,5
432,2
434,3
435,5
436,4
437,5
438,4
440,3
441,2
442,1
443,4
445,7
446,3
447,6
448,1
449,6
450,4
451,5
452,4
453,7
455,4
456,2
457,0
460,0
461,4
462,0
464,6
465,7
467,2
469,5
470,7
471,3
472,7
473,5
474,4
475,0
476,6
477,4
479,1
480,2
481,7
482,3
484,4
485,3
486,6
487,4
488,4
489,6
490,4
491,1
492,6
494,1
495,6
496,0
497,5
498,6
499,1
501,1
502,6
503,5
504,5
505,4
506,6
508,4
509,7
510,4
511,1
513,1
514,6
515,0
516,7
517,0
518,6
520,5
521,6
522,6
523,5
524,3
526,2
527,6
528,3
529,3
530,1
531,5
532,1
533,6
534,5
535,0
536,0
537,5
538,1
539,1
540,3
541,3
542,3
543,1
545,6
547,0
548,6
549,2
550,3
551,6
552,1
553,5
554,1
556,3
557,4
558,5
559,6
561,3
562,6
563,3
565,1
566,0
568,7
569,2
570,5
571,4
573,4
574,3
575,1
576,5
577,1
578,6
579,4
580,5
581,6
582,5
583,6
584,1
585,4
586,0
587,1
588,3
589,7
590,1
591,7
592,3
593,3
594,1
595,5
596,1
597,4
598,7
603,6
604,6
605,3
606,1
609,5
611,0
613,7
614,6
615,6
617,1
618,1
619,1
621,7
622,1
623,0
624,3
625,3
626,1
627,3
628,4
629,0
631,1
632,1
633,6
634,7
635,0
636,0
637,6
638,7
639,5
640,1
641,0
642,0
643,6
644,2
645,1
646,1
647,3
648,7
650,1
653,1
654,5
655,6
656,5
657,3
658,6
659,3
660,2
662,5
663,3
664,4
665,1
666,3
667,1
668,2
669,0
670,1
671,4
673,7
674,0
675,2
676,0
677,6
678,0
679,6
680,6
681,1
682,0
685,2
686,1
687,3
688,3
689,6
691,3
692,7
694,4
695,4
696,3
697,5
699,3
700,3
701,6
703,7
704,2
705,7
707,0
708,2
709,2
710,0
712,6
713,1
714,1
715,3
717,5
718,3
719,0
721,1
722,4
723,6
725,6
726,1
727,6
728,5
729,1
730,1
731,6
732,2
733,0
734,6
735,4
736,4
737,7
738,1
739,6
741,2
742,6
743,1
744,0
745,4
746,7
747,1
748,6
749,0
752,3
753,0
754,5
755,5
757,5
758,3
759,6
760,2
761,3
762,1
